ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
206,GENERAL,21,GENERAL MATERIAL,805171,12-Dec-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,2195,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,806646,19-Dec-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13,,,,,48,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624,2099,,,,,48,624,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,807515,22-Dec-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,13,,,,,20,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,260,2079,,,,,20,260,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,371.4285714,,,,,2,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,742.8571429,18,,,,,8,925.2811429,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,807535,24-Dec-20,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,30.404,,,,,6,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,182.424,94,,,,,8,925.2811429,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808220,24-Dec-20,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,371.4285714,,,,,1,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,18,,,,,1,371.4285714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808255,26-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,8.8,,,,,10,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,88,23,,,,,23,1506.325714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808255,26-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,30.404,,,,,10,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,304.04,81,,,,,23,1506.325714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808255,26-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,371.4285714,,,,,3,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,1114.285714,14,,,,,23,1506.325714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808257,26-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,371.4285714,,,,,1,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,14,,,,,4,462.6405714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808257,26-Dec-20,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,30.404,,,,,3,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,91.212,81,,,,,4,462.6405714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808592,26-Dec-20,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,2067,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,30.404,,,,,5,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,152.02,71,,,,,11,567.4485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,8.8,,,,,5,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,44,13,,,,,11,567.4485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,371.4285714,,,,,1,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,12,,,,,11,567.4485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808917,29-Dec-20,,,90182,90182,YTML-Stitching-YTM-07-General-Quality-General,,,371.4285714,,,,,1,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,12,,,,,11,567.4485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808917,29-Dec-20,,,90182,90182,YTML-Stitching-YTM-07-General-Quality-General,,,30.404,,,.,,5,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,152.02,71,,,,,11,567.4485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,808917,29-Dec-20,,,90182,90182,YTML-Stitching-YTM-07-General-Quality-General,,,8.8,,,,,5,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,44,13,,,,,11,567.4485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,809568,31-Dec-20,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,270,,,,,3,21085,21085,TAG GUN (Consumable-Local),PCS,810,12,,,,,3,810,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,809614,30-Dec-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,270,,,,,2,21085,21085,TAG GUN (Consumable-Local),PCS,540,15,,,,,2,540,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,810456,06-Jan-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,1983,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,810667,04-Jan-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,13,,,,,48,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624,2019,,,,,48,624,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,810898,05-Jan-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,8.8,,,,,3,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,26.4,10,,,,,3,26.4,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,811120,06-Jan-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,13,,,,,24,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,312,1983,,,,,24,312,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,811819,08-Jan-21,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,8.8,,,,,5,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,44,5,,,,,15,1030.089143,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,811819,08-Jan-21,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,371.4285714,,,,,2,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,742.8571429,10,,,,,15,1030.089143,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,811819,08-Jan-21,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,30.404,,,,,8,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,243.232,63,,,,,15,1030.089143,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,811830,11-Jan-21,,,40474,40474,YTML-Stitching-YTM-07-General-Sewing-General,,,1104.5,,,,,4,5774821001,5774821001,"EVACUATION PLAN PENAFLEX SIZE 94""X47"" (---) (L-C) (Consumable-Local)",NOS,4418,0,,,,,5,4841,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,811830,11-Jan-21,,,40474,40474,YTML-Stitching-YTM-07-General-Sewing-General,,,423,,,,,1,5848621001,5848621001,"PANAFLEX BOARD - SAFETY INSTRUCTIONS - SIZE L 24"" W 36"" (---) (L-C) (Consumable-Local)",NOS,423,0,,,,,5,4841,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,812610,12-Jan-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,30.404,,,,,2,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,60.808,57,,,,,3,432.2365714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,812610,12-Jan-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,371.4285714,,,,,1,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,8,,,,,3,432.2365714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,813021,12-Jan-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,13,,,,,48,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624,1935,,,,,48,624,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,813666,15-Jan-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,1923,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,814230,16-Jan-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,8.8,,,,,3,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,26.4,0,,,,,9,549.8485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,814230,16-Jan-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,371.4285714,,,,,1,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,7,,,,,9,549.8485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,814230,16-Jan-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,30.404,,,,,5,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,152.02,52,,,,,9,549.8485714,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,815034,22-Jan-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,270,,,,,3,21085,21085,TAG GUN (Consumable-Local),PCS,810,9,,,,,3,810,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,815141,20-Jan-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,13,,,,,36,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,468,1887,,,,,36,468,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,815541,23-Jan-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,13,,,,,48,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624,1839,,,,,48,624,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,816584,28-Jan-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,13,,,,,20,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,260,1819,,,,,20,260,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,817276,30-Jan-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,130,,,,,10,19790,19790,KEROSINE OIL (Consumable-Local),LTR,1300,40,,,,,10,1300,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,817359,30-Jan-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,30.404,,,,,1,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,30.404,51,,,,,1,30.404,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,818782,09-Feb-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,1777,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,818935,04-Feb-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,13,,,,,30,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,390,1789,,,,,30,390,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,819523,11-Feb-21,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13,,,,,48,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624,1729,,,,,48,624,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821136,13-Feb-21,,,90181,90181,YTML-Stitching-YTM-07-General-Maintenance-General,,,5,,,,,250,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,1250,1550,,,,,250,1250,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821158,13-Feb-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,194.25,,,,,205,21462,21462,WHITE OIL (FOR MACHINE) (Consumable-Local),LTR,39821.25,205,,,,,205,39821.25,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821164,13-Feb-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,5,,,,,100,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,500,1550,,,,,100,500,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821165,13-Feb-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,5,,,,,100,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,500,1550,,,,,100,500,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821167,17-Feb-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,194.25,,,,,205,21462,21462,WHITE OIL (FOR MACHINE) (Consumable-Local),LTR,39821.25,0,,,,,205,39821.25,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821435,13-Feb-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,13,,,,,24,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,312,1705,,,,,24,312,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821650,17-Feb-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,13,,,,,72,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,936,1621,,,,,72,936,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,821658,16-Feb-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,1693,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,822644,18-Feb-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,170,,,,,6,19762,19762,INDUSTRIAL POWER PLUG MALE SINGLE PHASE 3 PIN 16A-6H/220-250V (Consumable-Local),PCS,1020,30,,,,,6,1020,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,825777,03-Mar-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,1549,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,826112,04-Mar-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,13,,,,,72,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,936,1477,,,,,72,936,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,826208,03-Mar-21,,,90249,90249,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Sewing-General,,,13,,,,,60,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780,1549,,,,,60,780,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,828170,12-Mar-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,5,,,,,200,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,1000,1350,,,,,200,1000,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,828579,12-Mar-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,270,,,,,4,21085,21085,TAG GUN (Consumable-Local),PCS,1080,5,,,,,4,1080,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,828819,13-Mar-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,30.404,,,,,5,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,152.02,46,,,,,5,152.02,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,829577,17-Mar-21,,,90179,90179,YTML-Stitching-YTM-07-General-Export WareHouse-General,,,30.404,,,FOR YTM-7 EXPORT WAREHOUSE OFFICE USE A-BUILDING & B-BUILDING,,12,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,364.848,30,,,,,12,364.848,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,829610,22-Mar-21,,,90183,90183,YTML-Stitching-YTM-07-General-Store-Accessories Store,,,30.404,,,,,3,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,91.212,21,,,,,3,91.212,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,830123,18-Mar-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,270,,,,,5,21085,21085,TAG GUN (Consumable-Local),PCS,1350,0,,,,,5,1350,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,830424,22-Mar-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,30.404,,,,,6,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,182.424,21,,,,,9,1303.476632,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,830424,22-Mar-21,,,90248,90248,YTML-Stitching-YTM-07-Stitching - Central-Cutting-General,,,373.6842105,,,,,3,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,1121.052632,16,,,,,9,1303.476632,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,830542,22-Mar-21,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,5,,,,,100,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,500,1250,,,,,100,500,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,831060,24-Mar-21,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,13,,,,,72,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,936,1393,,,,,72,936,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,831306,24-Mar-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,1393,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,831419,25-Mar-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,30.404,,,,,3,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,91.212,18,,,,,3,91.212,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,831482,24-Mar-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,373.6842105,,,,,2,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,747.3684211,14,,,,,2,747.3684211,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,831605,25-Mar-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,13,,,,,15,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,195,1378,,,,,15,195,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,832696,29-Mar-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,13,,,,,24,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,312,1354,,,,,24,312,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,833010,30-Mar-21,,,90229,90229,YTML-Stitching-YTM-07- Bldg A-General-General,,,5,,,,,100,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,500,1150,,,,,100,500,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,833496,01-Apr-21,,,90216,90216,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-Manual,,,5,,,,,35,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,175,1115,,,,,35,175,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,834394,12-Apr-21,,,90182,90182,YTML-Stitching-YTM-07-General-Quality-General,,,373.6842105,,,,,1,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,373.6842105,13,,,,,1,373.6842105,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,835093,10-Apr-21,,,90182,90182,YTML-Stitching-YTM-07-General-Quality-General,,,30.404,,,,,3,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,91.212,15,,,,,3,91.212,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,835400,12-Apr-21,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,13,,,,,24,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,312,1330,,,,,24,312,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,835550,13-Apr-21,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,13,,,,,36,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,468,1294,,,,,36,468,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,836457,13-Apr-21,,,40474,40474,YTML-Stitching-YTM-07-General-Sewing-General,,,30.404,,,,,2,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,60.808,13,,,,,2,60.808,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,836536,14-Apr-21,,,90182,90182,YTML-Stitching-YTM-07-General-Quality-General,,,30.404,,,,,5,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,152.02,8,,,,,5,152.02,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,836998,16-Apr-21,,,90176,90176,YTML-Stitching-YTM-07-Poly Fill Plant-General-General,,,40,,,,,30,39026,39026,TELCUM POWDER (Consumable-Local),KGS,1200,0,,,,,30,1200,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,837472,17-Apr-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,13,,,,,24,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,312,1270,,,,,24,312,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,838174,21-Apr-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,13,,,,,12,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156,1258,,,,,12,156,,38086160.02,,,783755340.3,
206,GENERAL,21,GENERAL MATERIAL,838279,22-Apr-21,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,5,,,,,100,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,500,1015,,,,,100,500,,38086160.02,,,783755340.3,
